,review_rating,review_text,verified_purchase,total words,total characters
775,5,"An amazing product, which I would highly recommend will be buying again myself. Makes your skin feel so smooth after use. Only having to use small amount at time, which means that it will last longer. [This review was collected as part of promotion.]",False,48,260
776,4,"I like this face wash, its gentle on skin left my skin feeling lovely smooth. I used it after cleansing as i didn't feel it got all my makeup off which is why im only giving it 4 stars. Another great product from simple! [This review was collected as part of promotion.]",False,56,284
777,4,I wouldn't usually go for high street product having spent so many years on designer skincare however I was surprised at how clean my skin felt after using Simple facial wash. My only negative is that it didn't take my eye make up off as easily as my designer face wash but with price being so affordable I wouldn't expect it to. [This review was collected as part of promotion.],False,74,391
778,5,I used this product it leaves my skin feeling so soft! I use it every other day feel like I have constant glow! I loved this product will continue to use it everyday as it is now part of my routine [This review was collected as part of promotion.],False,54,263
779,5,I've been using this product for about week now its so good to my skin. most cleansers seem to dry my skin out but this is so gentle. i love way it makes my skin feel it keeps me feeling refreshed for most of day. [This review was collected as part of promotion.],False,59,283
780,3,"These wipes have lovely fragrance do an OK job of taking of makeup, however i was wearing light coverage foundation i think if i was wearing fuller coverage it may of been different story. They were also slightly on dry side so they didn't feel great when taking makeup off. But all in all they're not bad to quickly take light coverage makeup off. [This review was collected as part of promotion.]",False,80,418
781,4,"Tried these wipes instead of my usual ones for last week, they removed my makeup well didn2019t leave my face feeling dry at all. Would be good if they were slightly thicker but good considering price, would buy again. [This review was collected as part of promotion.]",False,51,282
782,5,I recieved these wipes couple of days ago i havent stopped using them since. They don't dry out easily it has lot of product on wipe. It leaves my face very smooth i would 100% buy! [This review was collected as part of promotion.],False,51,253
783,5,"I went away for weekend decided to use these wet wipes. I think they are amazing! The wipe is great size removed all of my make up, including mascara! My face isn2019t feel sore or look red after which was great! [This review was collected as part of promotion.]",False,54,278
784,5,"I revived this product week ago now I usually use completely different make for my make up wipes but have fallen in love with these ones will deffinalty be purchasing again, I have very dry sensitive skin I haven2019t had one issue using these, usually I struggle to fondness make up while that doesn2019t leave reaction on my face! [This review was collected as part of promotion.]",False,73,398
785,4,"Nice product, Colourful packaging, Smell nice.They took off my makeup easily, got most of it off, still had to use face wash to get rid of few bits of makeup off my face.Not dried out, they have kept moisture well, only drawback is there2019s only 25 wipes included so about 3 weeks2019 worth or less. Should include more so at least month2019s supply. [This review was collected as part of promotion.]",False,76,414
786,4,"Simple Micellar wipes limited addition (little mix) -The wipes seem alright to use however, not that easy. I've used previous wipes in past like baby wipes they seem easier to wipe makeup off. Packaging is beautiful not going to lie. They are useful to get makeup off your hands or your eyes but with foundation just gotta scrub more. Would be nice with smell, I know they say no artificial perfume but something else would be nice. It states that wipes dont contain alcohol however, on back in small writing I see that it says it uses Cetearyl alcohol which is still form of alcohol. Apart from that, I would use them if I needed too reccomend product as an okay product to buy. [This review was collected as part of promotion.]",False,141,759
787,5,I was using comfort sunshiny days which also smells amazing but I seen this so thought would try for change itÂs beautiful smells is gorgeous never smelt anything as good think I will be sticking to this from now on cloths lovely soft makes whole house smell lovely when clothes are drying 10/10,False,59,318
788,5,Love it,True,2,7
789,5,"This is an excellent product left my skin feeling so clean healthy, great value for money too, will definitely be using this for foreseeable future. I've tried other similar products in past but have not gotten results as good as this :-) [This review was collected as part of promotion.]",False,55,306
